,0,Var_90
300,37704.20000000007,NaN
301,190292.15000000043,NaN
302,37943.800000000076,NaN
303,-4732.699999999866,NaN
304,-502.8999999999651,NaN
305,39381.80000000022,NaN
306,-79476.29999999993,NaN
307,-24587.600000000093,NaN
308,-31350.149999999907,NaN
309,-36270.95000000011,NaN
310,99427.10000000012,NaN
311,84326.25000000012,NaN
312,100420.19999999975,NaN
313,82154.10000000006,NaN
314,-94867.09999999986,NaN
315,113828.69999999969,NaN
316,-77447.8000000003,NaN
317,121150.40000000023,NaN
318,134039.24999999994,NaN
319,74016.25000000044,NaN
320,12686.999999999622,NaN
321,32575.649999999456,NaN
322,-70420.05000000005,NaN
323,-86601.9499999999,NaN
324,6632.1999999999825,NaN
325,-5233.650000000256,NaN
326,38143.74999999991,NaN
327,-30212.750000000364,NaN
328,-117334.19999999997,NaN
329,197882.40000000002,NaN
330,37654.19999999972,NaN
331,74599.65000000033,NaN
332,-2112.8500000002095,NaN
333,86764.80000000009,NaN
334,116271.54999999976,NaN
335,-34136.850000000006,NaN
336,6147.70000000007,NaN
337,-31217.90000000014,NaN
338,89288.55000000005,NaN
339,-41675.79999999999,NaN
340,-46229.94999999985,NaN
341,140396.79999999993,NaN
342,-63119.39999999927,NaN
343,-220220.2,NaN
344,-50895.75000000012,NaN
345,-72027.85000000027,NaN
346,16162.449999999779,NaN
347,-297825.59999999986,NaN
348,267976.94999999984,NaN
349,102837.20000000017,NaN
350,-157.99999999986903,NaN
351,219316.1500000002,NaN
352,-79364.75,NaN
353,139583.10000000015,NaN
354,-66554.24999999975,NaN
355,1827.6499999995576,NaN
356,72561.84999999998,NaN
357,25301.35000000034,NaN
358,12872.949999999983,NaN
359,-114413.1000000001,NaN
360,89278.00000000003,NaN
361,28560.75000000029,NaN
362,-20952.6499999995,NaN
363,-4304.050000000774,NaN
364,-105579.79999999981,NaN
365,-27979.0,NaN
366,121330.95000000024,NaN
367,80337.04999999989,NaN
368,-5354.899999999761,NaN
369,74260.2500000001,NaN
370,33227.599999999904,NaN
371,-71006.34999999998,NaN
372,85029.94999999995,NaN
373,-80414.74999999983,NaN
374,20125.100000000006,NaN
375,-36016.15000000002,NaN
376,-52018.35000000018,NaN
377,13763.399999999427,NaN
378,7294.800000000221,NaN
379,63965.54999999993,NaN
380,-61118.8000000006,NaN
381,-80991.00000000015,NaN
382,89324.54999999965,NaN
383,226154.70000000024,NaN
384,93337.34999999999,NaN
385,58129.300000000134,NaN
386,-58277.00000000012,NaN
387,5221.299999999843,NaN
388,79904.25000000042,NaN
389,191278.09999999945,NaN
390,-39026.69999999943,NaN
391,42453.8499999998,NaN
392,-4279.949999999779,NaN
393,-27871.750000000015,NaN
394,-85578.14999999994,NaN
395,61918.95000000013,NaN
396,2929.7000000003027,NaN
397,12290.700000000186,NaN
398,-7005.250000000058,NaN
399,-62371.59999999983,NaN
400,28393.999999999534,NaN
401,-73173.60000000006,NaN
402,27698.29999999993,NaN
403,-58222.60000000014,NaN
404,-201671.09999999954,NaN
405,8959.899999999732,NaN
406,-60136.79999999996,NaN
407,73330.9500000006,NaN
408,-14385.450000000128,NaN
409,157429.84999999954,NaN
410,-161033.09999999974,NaN
411,-159187.1499999999,NaN
412,55401.79999999987,NaN
413,-89890.05000000041,NaN
414,-40831.149999999674,NaN
415,31553.39999999985,NaN
416,57345.44999999997,NaN
417,55022.749999999825,NaN
418,78784.70000000023,NaN
419,146954.45000000013,NaN
420,-16268.249999999942,NaN
421,-55796.94999999988,NaN
422,44533.44999999995,NaN
423,5819.300000000134,NaN
424,-18825.499999999927,NaN
425,-35219.55000000028,NaN
426,35874.550000000236,NaN
427,169308.1999999999,NaN
428,54104.55000000005,NaN
429,6545.700000000332,NaN
430,-22204.949999999735,NaN
431,-5633.000000000233,NaN
432,-57082.04999999964,NaN
433,18390.95000000004,NaN
434,-26034.54999999996,NaN
435,88410.75000000033,NaN
436,5851.25000000032,NaN
437,66494.00000000052,NaN
438,73557.59999999966,NaN
439,18928.650000000285,NaN
440,-6218.599999999977,NaN
441,-85422.25000000032,NaN
442,9094.249999999869,NaN
443,99611.30000000051,NaN
444,33249.44999999998,NaN
445,102270.69999999972,NaN
446,-24446.850000000064,NaN
447,-87752.4999999998,NaN
448,51536.15000000002,NaN
449,47560.94999999998,NaN
450,-23515.000000000276,NaN
451,11551.249999999884,NaN
452,-102981.99999999974,NaN
453,43408.20000000007,NaN
454,28673.799999999872,NaN
455,-42392.25,NaN
456,-43237.49999999997,NaN
457,20372.900000000023,NaN
458,10476.050000000017,NaN
459,29394.89999999979,NaN
460,-18091.799999999406,NaN
461,9599.749999999884,NaN
462,-4886.200000000041,NaN
463,74765.60000000014,NaN
464,-9049.749999999607,NaN
465,-86164.65000000011,NaN
466,11508.649999999849,NaN
467,-17787.599999999627,NaN
468,-58705.950000000536,NaN
469,-183296.45000000004,NaN
470,25477.25,NaN
471,-17367.95000000001,NaN
472,-40034.90000000027,NaN
473,214952.0,NaN
474,-108634.55000000015,NaN
475,74331.65000000026,NaN
476,8744.54999999977,NaN
477,-71138.85000000008,NaN
478,-6433.6500000003725,NaN
479,-322.19999999992433,NaN
480,-186964.1999999996,NaN
481,-4109.700000000012,NaN
482,-29874.80000000028,NaN
483,-99684.80000000025,NaN
484,-203014.35000000012,NaN
485,206232.64999999985,NaN
486,36723.59999999993,NaN
487,113278.54999999993,NaN
488,-18759.39999999979,NaN
489,-94838.55000000009,NaN
490,13030.299999999886,NaN
491,130220.55000000005,NaN
492,46993.50000000022,NaN
493,-119272.84999999998,NaN
494,-133325.39999999985,NaN
495,-47997.79999999987,NaN
496,120899.54999999984,NaN
497,34329.49999999997,NaN
498,98721.55000000016,NaN
499,44716.54999999996,NaN
500,-7865.8999999996595,NaN
501,51800.99999999972,NaN
502,-32529.700000000346,NaN
503,144001.5000000004,NaN
504,-27103.250000000204,NaN
505,46296.24999999994,NaN
506,-3691.800000000032,NaN
507,-53494.15000000008,NaN
508,33662.54999999987,NaN
509,-100768.00000000001,NaN
510,50202.29999999984,NaN
511,-38320.50000000006,NaN
512,514.650000000096,NaN
513,-11281.100000000137,NaN
514,56030.90000000027,NaN
515,-33077.749999999825,NaN
516,71484.54999999976,NaN
517,64721.700000000186,NaN
518,6361.449999999808,NaN
519,33991.55000000034,NaN
520,-11740.850000000224,NaN
521,23648.14999999995,NaN
522,-20248.35000000008,NaN
523,-10609.35000000018,NaN
524,3941.300000000105,NaN
525,54834.35000000027,NaN
526,55232.84999999986,NaN
527,23905.199999999255,NaN
528,-35977.89999999985,NaN
529,11001.79999999993,NaN
530,37996.2000000001,NaN
531,32144.69999999991,NaN
532,-19402.150000000285,NaN
533,79842.10000000017,NaN
534,-725717.4000000001,NaN
535,23103.350000000006,NaN
536,-13731.20000000042,NaN
537,8051.550000000279,NaN
538,48260.29999999987,NaN
539,-69756.1499999999,NaN
540,-13491.89999999979,NaN
541,24099.0,NaN
542,45686.90000000021,NaN
543,-1055.9499999999243,NaN
544,56733.900000000314,NaN
545,124054.94999999978,NaN
546,73976.45000000019,NaN
547,-48110.10000000015,NaN
548,-34717.24999999981,NaN
549,-94589.45000000016,NaN
550,-71596.64999999964,NaN
551,3981.4000000001397,NaN
552,-40154.20000000026,NaN
553,20230.100000000384,NaN
554,2492.04999999993,NaN
555,118446.64999999963,NaN
556,55842.9000000002,NaN
557,-22926.850000000093,NaN
558,134427.59999999998,NaN
559,24217.599999999962,NaN
560,-13342.849999999817,NaN
561,-5591.199999999793,NaN
562,118287.6999999997,NaN
563,-13129.75,NaN
564,90618.15000000008,NaN
565,-65981.20000000024,NaN
566,58197.00000000025,NaN
567,127761.84999999993,NaN
568,-54874.94999999981,NaN
569,68500.95000000032,NaN
570,37131.64999999989,NaN
571,22598.350000000457,NaN
572,69049.39999999982,NaN
573,-3568.9499999996915,NaN
574,-91519.65000000018,NaN
575,59115.050000000134,NaN
576,103784.99999999974,NaN
577,-17209.099999999642,NaN
578,-41981.10000000025,NaN
579,100114.14999999946,NaN
580,-15228.699999999488,NaN
581,31559.19999999991,NaN
582,14630.050000000047,NaN
583,-67927.45000000042,NaN
584,114536.30000000006,NaN
585,-16829.099999999453,NaN
586,-88440.80000000037,NaN
587,-21536.20000000023,NaN
588,-61544.80000000006,NaN
589,-67795.44999999982,NaN
590,177193.0,NaN
591,-41334.15000000007,NaN
592,95388.20000000036,NaN
593,37573.800000000134,NaN
594,-19691.350000000224,NaN
595,-76850.74999999942,NaN
596,-29296.700000000303,NaN
597,69034.9999999999,NaN
598,31039.299999999974,NaN
599,66179.95000000036,NaN
600,103785.89999999964,NaN
601,64553.75000000009,NaN
602,-39108.99999999988,NaN
603,27620.449999999895,NaN
604,8137.999999999796,NaN
605,23528.299999999857,NaN
606,-146667.8999999999,NaN
607,11756.45000000007,NaN
608,-210751.30000000005,NaN
609,107688.85,NaN
610,-116381.80000000003,NaN
611,88979.05000000032,NaN
612,-87538.90000000015,NaN
613,-35571.65000000037,NaN
614,-139281.10000000018,NaN
615,-59028.54999999987,NaN
616,49714.54999999987,NaN
617,93859.6000000005,NaN
618,121909.15000000026,NaN
619,54010.999999999854,NaN
620,-49315.24999999987,NaN
621,37094.000000000044,NaN
622,52641.10000000009,NaN
623,-87108.65000000004,NaN
624,-171289.94999999995,NaN
625,99733.9500000003,NaN
626,49590.84999999963,NaN
627,84719.10000000033,NaN
628,-68655.30000000003,NaN
629,32000.400000000198,NaN
630,-23940.15000000072,NaN
631,142626.1499999999,NaN
632,38729.249999999956,NaN
633,-65371.90000000018,NaN
634,106301.54999999974,NaN
635,-13220.049999999916,NaN
636,13063.3499999997,NaN
637,70987.85000000021,NaN
638,38598.95000000013,NaN
639,31690.349999999817,NaN
640,16426.34999999989,NaN
641,36202.249999999956,NaN
642,22146.450000000215,NaN
643,27284.449999999662,NaN
644,-257599.45,NaN
645,-155504.45000000013,NaN
646,68918.30000000003,NaN
647,151479.89999999994,NaN
648,-66527.94999999995,NaN
649,-74333.40000000005,NaN
650,-21067.60000000015,NaN
651,94790.94999999981,NaN
652,45572.54999999958,NaN
653,-14022.299999999552,NaN
654,-47120.64999999998,NaN
655,-6928.949999999488,NaN
656,19459.199999999604,NaN
657,-45624.84999999963,NaN
658,-121308.94999999976,NaN
659,22265.950000000288,NaN
660,-44175.55,NaN
661,39526.65000000007,NaN
662,128890.3999999999,NaN
663,-174096.59999999986,NaN
664,-13513.70000000036,NaN
665,-39874.10000000021,NaN
666,-219394.9499999996,NaN
667,-42646.89999999966,NaN
668,-39524.70000000036,NaN
669,205110.65000000026,NaN
670,-68844.25000000032,NaN
671,6393.199999999895,NaN
672,47427.69999999998,NaN
673,-62161.40000000002,NaN
674,96221.34999999989,NaN
675,2294.8499999999767,NaN
676,-9887.699999999953,NaN
677,-178433.2999999996,NaN
678,-5003.249999999782,NaN
679,139733.84999999971,NaN
680,209822.60000000038,NaN
681,7514.899999999921,NaN
682,-8265.899999999776,NaN
683,-16514.150000000198,NaN
684,97997.64999999963,NaN
685,9807.39999999995,NaN
686,-52381.39999999985,NaN
687,-39396.650000000416,NaN
688,69168.45000000007,NaN
689,-93736.30000000005,NaN
690,16582.700000000186,NaN
691,-91857.84999999986,NaN
692,-54960.299999999945,NaN
693,-69695.04999999977,NaN
694,41721.35000000021,NaN
695,69361.79999999994,NaN
696,132543.5,NaN
697,61825.69999999972,NaN
698,-7035.200000000012,NaN
699,-11503.04999999961,NaN
700,-13502.200000000186,NaN
701,76015.94999999978,NaN
702,81831.25000000015,NaN
703,45725.60000000021,NaN
704,18845.349999999948,NaN
705,-13808.549999999712,NaN
706,45433.850000000675,NaN
707,-78713.55000000032,NaN
708,-33428.79999999987,NaN
709,80205.90000000005,NaN
710,14853.799999999668,NaN
711,-105427.09999999971,NaN
712,3412.9000000001106,NaN
713,157184.5499999998,NaN
714,53016.10000000059,NaN
715,-5601.749999999767,NaN
716,53937.10000000009,NaN
717,-16896.149999999907,NaN
718,-54652.050000000105,NaN
719,-41382.20000000007,NaN
720,-49811.20000000011,NaN
721,-144333.40000000026,NaN
722,-10413.899999999849,NaN
723,-70206.19999999998,NaN
724,23431.449999999895,NaN
725,12668.500000000116,NaN
726,19697.65000000014,NaN
727,33572.20000000007,NaN
728,-139016.5999999995,NaN
729,85349.44999999976,NaN
730,-57613.4500000001,NaN
731,-7124.750000000262,NaN
732,47991.149999999776,NaN
733,-61532.049999999814,NaN
734,-12366.40000000014,NaN
735,1907.1499999999069,NaN
736,-14019.74999999984,NaN
737,-25050.699999999822,NaN
738,-596.550000000163,NaN
739,143077.39999999997,NaN
740,-12404.049999999814,NaN
741,97629.09999999977,NaN
742,17813.70000000039,NaN
743,-42894.10000000009,NaN
744,-64960.60000000041,NaN
745,-15879.39999999934,NaN
746,34806.00000000023,NaN
747,-38448.900000000314,NaN
748,4287.550000000003,NaN
749,390.55000000017753,NaN
750,-46684.100000000326,NaN
751,-31008.449999999793,NaN
752,-53705.199999999866,NaN
753,-20855.399999999907,NaN
754,-46561.00000000041,NaN
755,-79264.70000000004,NaN
756,3270.649999999805,NaN
757,-34145.29999999952,NaN
758,-395594.45,NaN
759,79847.24999999953,NaN
760,4293.899999999921,NaN
761,85257.85000000027,NaN
762,73759.25000000015,NaN
763,22319.74999999994,NaN
764,61371.45000000042,NaN
765,39932.25,NaN
766,-59715.699999999895,NaN
767,58462.800000000396,NaN
768,135005.64999999994,NaN
769,-117285.30000000005,NaN
770,-63240.800000000105,NaN
771,-75148.89999999973,NaN
772,41270.54999999949,NaN
773,24555.49999999994,NaN
774,-37735.19999999995,NaN
775,68449.75,NaN
776,66072.19999999972,NaN
777,-59455.09999999995,NaN
778,-32196.75000000029,NaN
779,-2291.950000000157,NaN
780,63138.25000000041,NaN
781,-73766.35000000015,NaN
782,-41342.24999999968,NaN
783,-18489.500000000407,NaN
784,14154.000000000058,NaN
785,4293.550000000512,NaN
786,-71070.25000000004,NaN
787,3732.1500000000524,NaN
788,-107567.10000000021,NaN
789,-66135.10000000003,NaN
790,-179563.69999999966,NaN
791,-3365.2500000002474,NaN
792,119490.55000000018,NaN
793,12167.400000000096,NaN
794,-102323.90000000005,NaN
795,-81998.64999999988,NaN
796,-8231.099999999846,NaN
797,-153937.70000000036,NaN
798,-43103.14999999959,NaN
799,110543.90000000008,NaN
800,73216.19999999995,NaN
801,-4483.549999999857,NaN
802,-94924.34999999986,NaN
803,-120758.40000000011,NaN
804,166329.5499999998,NaN
805,94564.84999999974,NaN
806,81274.20000000007,NaN
807,49962.94999999979,NaN
808,4339.650000000111,NaN
809,77018.50000000012,NaN
810,-12059.350000000064,NaN
811,-152240.75,NaN
812,-177779.95000000027,NaN
813,-11797.399999999587,NaN
814,62255.20000000013,NaN
815,11078.650000000474,NaN
816,17459.500000000087,NaN
817,-41193.30000000022,NaN
818,140010.3000000003,NaN
819,-51066.50000000007,NaN
820,-193342.20000000007,NaN
821,-88212.85000000008,NaN
822,-172554.55000000054,NaN
823,159273.79999999993,NaN
824,-62911.34999999983,NaN
825,56534.049999999756,NaN
826,-60704.75000000016,NaN
827,-192323.39999999973,NaN
828,-30215.94999999978,NaN
829,-85911.25000000058,NaN
830,216126.14999999988,NaN
831,52652.699999999604,NaN
832,55864.50000000073,NaN
833,102840.29999999989,NaN
834,-57691.00000000003,NaN
835,8009.049999999828,NaN
836,34711.45000000007,NaN
837,-121462.69999999937,NaN
838,78677.4999999996,NaN
839,-88421.49999999997,NaN
840,-51339.90000000014,NaN
841,53592.050000000294,NaN
842,38386.9999999993,NaN
843,70276.09999999967,NaN
844,292457.65000000014,NaN
845,-116899.25000000016,NaN
846,-33251.699999999866,NaN
847,51807.000000000466,NaN
848,-1356.3500000003842,NaN
849,69192.00000000009,NaN
850,8281.199999999953,NaN
851,-101451.90000000017,NaN
852,-104187.75000000009,NaN
853,-44956.300000000076,NaN
854,-20159.34999999992,NaN
855,-22030.400000000256,NaN
856,-76601.55000000054,NaN
857,-26330.099999999642,NaN
858,-130625.50000000045,NaN
859,14242.55000000009,NaN
860,-86863.39999999944,NaN
861,-40240.05000000005,NaN
862,-102166.24999999999,NaN
863,268771.89999999973,NaN
864,-50871.999999999694,NaN
865,6594.949999999837,NaN
866,199223.8500000002,NaN
867,118442.95000000035,NaN
868,12843.25000000035,NaN
869,12786.199999999953,NaN
870,-183611.40000000023,NaN
871,-5245.2499999993015,NaN
872,-184936.4,NaN
873,97496.54999999986,NaN
874,-22437.300000000367,NaN
875,13783.050000000105,NaN
876,-70761.35,NaN
877,1797.0499999994936,NaN
878,-103642.70000000022,NaN
879,138059.70000000036,NaN
880,17375.299999999814,NaN
881,-22267.5999999997,NaN
882,3517.5,NaN
883,-14856.64999999979,NaN
884,-83889.24999999993,NaN
885,10958.550000000032,NaN
886,-35459.09999999995,NaN
887,-80619.55000000019,NaN
888,129083.44999999981,NaN
889,44009.199999999924,NaN
890,-47764.949999999604,NaN
891,56000.700000000186,NaN
892,-13105.150000000373,NaN
893,11451.099999999336,NaN
894,148099.20000000024,NaN
895,133713.4499999999,NaN
896,25780.7999999998,NaN
897,30095.350000000326,NaN
898,6777.6499999999505,NaN
899,136897.30000000005,NaN
900,-24149.999999999913,NaN
901,109440.89999999983,NaN
902,-77661.7999999999,NaN
903,-76181.20000000029,NaN
904,126024.90000000015,NaN
905,14516.35000000005,NaN
906,36674.14999999972,NaN
907,-136368.39999999962,NaN
908,200581.34999999954,NaN
909,71954.8999999999,NaN
910,58708.15000000037,NaN
911,-66545.54999999984,NaN
912,42844.799999999945,NaN
913,6107.5999999996275,NaN
914,122954.50000000044,NaN
915,-11357.849999999802,NaN
916,-105604.89999999938,NaN
917,42037.95000000027,NaN
918,80349.04999999981,NaN
919,47633.29999999984,NaN
920,-113338.09999999995,NaN
921,6278.849999999948,NaN
922,112727.6500000006,NaN
923,-164901.89999999982,NaN
924,-42730.899999999674,NaN
925,22522.55000000031,NaN
926,-144130.9000000005,NaN
927,123013.04999999976,NaN
928,27763.50000000061,NaN
929,10922.64999999915,NaN
930,-46903.199999999764,NaN
931,-5952.79999999961,NaN
932,-98464.1500000002,NaN
933,-94947.99999999988,NaN
934,-5771.200000000186,NaN
935,102698.8999999997,NaN
936,41387.300000000076,NaN
937,96447.79999999968,NaN
938,56855.00000000006,NaN
939,-114404.75000000023,NaN
940,25523.65000000014,NaN
941,52682.59999999998,NaN
942,32331.050000000512,NaN
943,19378.549999999785,NaN
944,-66169.95,NaN
945,8903.949999999895,NaN
946,-84649.50000000007,NaN
947,40458.09999999998,NaN
948,-80280.90000000002,NaN
949,-11688.099999999991,NaN
950,109219.90000000021,NaN
951,-7216.90000000046,NaN
952,93884.30000000016,NaN
953,37428.60000000012,NaN
954,-163471.3500000001,NaN
955,19173.75,NaN
956,-24388.20000000001,NaN
957,113393.95000000023,NaN
958,-65398.05000000019,NaN
959,20105.450000000186,NaN
960,95128.55000000013,NaN
961,36598.100000000064,NaN
962,-38837.35000000009,NaN
963,-41725.59999999998,NaN
964,-132947.50000000003,NaN
965,41044.30000000019,NaN
966,-31950.75000000067,NaN
967,-21184.649999999732,NaN
968,26434.89999999982,NaN
969,23525.00000000032,NaN
970,10773.500000000058,NaN
971,-6097.4500000004045,NaN
